"","species","zone","year","sampled","monitoring"
"10986","sandhill crane","black plateau",1998,"no","opportunistic"
"10987","sandhill crane","black plateau",1999,"no","opportunistic"
"10988","sandhill crane","black plateau",2000,"no","opportunistic"
"10989","sandhill crane","black plateau",2001,"no","opportunistic"
"10990","sandhill crane","black plateau",2002,"no","opportunistic"
"10991","sandhill crane","black plateau",2003,"no","opportunistic"
"10992","sandhill crane","black plateau",2004,"no","opportunistic"
"10993","sandhill crane","black plateau",2005,"no","opportunistic"
"10994","sandhill crane","black plateau",2006,"no","opportunistic"
"10995","sandhill crane","black plateau",2007,"no","opportunistic"
"10996","sandhill crane","black plateau",2008,"no","opportunistic"
"10997","sandhill crane","black plateau",2009,"no","opportunistic"
"10998","sandhill crane","black plateau",2010,"no","opportunistic"
"10999","sandhill crane","black plateau",2011,"no","opportunistic"
"11000","sandhill crane","black plateau",2012,"no","opportunistic"
"11001","sandhill crane","black plateau",2013,"no","opportunistic"
"11002","sandhill crane","black plateau",2014,"no","opportunistic"
"11003","sandhill crane","black plateau",2015,"no","opportunistic"
"11004","sandhill crane","black plateau",2016,"no","opportunistic"
"11005","sandhill crane","black plateau",2017,"no","opportunistic"
"11006","sandhill crane","black plateau",2018,"no","opportunistic"
"11007","sandhill crane","black plateau",2019,"no","opportunistic"
"11008","sandhill crane","black plateau",2021,"no","opportunistic"
"11009","sandhill crane","black plateau",2022,"no","opportunistic"
"11010","sandhill crane","black plateau",2023,"no","opportunistic"
"11011","sandhill crane","camp 1",1993,"no","opportunistic"
"11012","sandhill crane","camp 1",1994,"no","opportunistic"
"11013","sandhill crane","camp 1",1995,"no","opportunistic"
"11014","sandhill crane","camp 1",1996,"no","opportunistic"
"11015","sandhill crane","camp 1",1997,"no","opportunistic"
"11016","sandhill crane","camp 1",1998,"no","opportunistic"
"11017","sandhill crane","camp 1",1999,"no","opportunistic"
"11018","sandhill crane","camp 1",2000,"no","opportunistic"
"11019","sandhill crane","camp 1",2001,"no","opportunistic"
"11020","sandhill crane","camp 1",2002,"no","opportunistic"
"11021","sandhill crane","camp 1",2003,"no","opportunistic"
"11022","sandhill crane","camp 1",2004,"no","opportunistic"
"11023","sandhill crane","camp 1",2005,"no","opportunistic"
"11024","sandhill crane","camp 1",2006,"no","opportunistic"
"11025","sandhill crane","camp 1",2007,"no","opportunistic"
"11026","sandhill crane","camp 1",2008,"no","opportunistic"
"11027","sandhill crane","camp 1",2009,"no","opportunistic"
"11028","sandhill crane","camp 1",2010,"no","opportunistic"
"11029","sandhill crane","camp 1",2011,"no","opportunistic"
"11030","sandhill crane","camp 1",2012,"no","opportunistic"
"11031","sandhill crane","camp 1",2013,"no","opportunistic"
"11032","sandhill crane","camp 1",2014,"no","opportunistic"
"11033","sandhill crane","camp 1",2015,"no","opportunistic"
"11034","sandhill crane","camp 1",2016,"no","opportunistic"
"11035","sandhill crane","camp 1",2017,"no","opportunistic"
"11036","sandhill crane","camp 1",2018,"no","opportunistic"
"11037","sandhill crane","camp 1",2019,"no","opportunistic"
"11038","sandhill crane","camp 1",2021,"no","opportunistic"
"11039","sandhill crane","camp 1",2022,"no","opportunistic"
"11040","sandhill crane","camp 1",2023,"no","opportunistic"
"11041","sandhill crane","camp 2",1993,"no","opportunistic"
"11042","sandhill crane","camp 2",1994,"no","opportunistic"
"11043","sandhill crane","camp 2",1995,"no","opportunistic"
"11044","sandhill crane","camp 2",1996,"no","opportunistic"
"11045","sandhill crane","camp 2",1997,"no","opportunistic"
"11046","sandhill crane","camp 2",1998,"no","opportunistic"
"11047","sandhill crane","camp 2",1999,"no","opportunistic"
"11048","sandhill crane","camp 2",2000,"no","opportunistic"
"11049","sandhill crane","camp 2",2001,"no","opportunistic"
"11050","sandhill crane","camp 2",2002,"no","opportunistic"
"11051","sandhill crane","camp 2",2003,"no","opportunistic"
"11052","sandhill crane","camp 2",2004,"no","opportunistic"
"11053","sandhill crane","camp 2",2005,"no","opportunistic"
"11054","sandhill crane","camp 2",2006,"no","opportunistic"
"11055","sandhill crane","camp 2",2007,"no","opportunistic"
"11056","sandhill crane","camp 2",2008,"no","opportunistic"
"11057","sandhill crane","camp 2",2009,"no","opportunistic"
"11058","sandhill crane","camp 2",2010,"no","opportunistic"
"11059","sandhill crane","camp 2",2011,"no","opportunistic"
"11060","sandhill crane","camp 2",2012,"no","opportunistic"
"11061","sandhill crane","camp 2",2013,"no","opportunistic"
"11062","sandhill crane","camp 2",2014,"no","opportunistic"
"11063","sandhill crane","camp 2",2015,"no","opportunistic"
"11064","sandhill crane","camp 2",2016,"no","opportunistic"
"11065","sandhill crane","camp 2",2017,"no","opportunistic"
"11066","sandhill crane","camp 2",2018,"no","opportunistic"
"11067","sandhill crane","camp 2",2019,"no","opportunistic"
"11068","sandhill crane","camp 2",2021,"no","opportunistic"
"11069","sandhill crane","camp 2",2022,"no","opportunistic"
"11070","sandhill crane","camp 2",2023,"no","opportunistic"
"11071","sandhill crane","camp 3",1993,"no","opportunistic"
"11072","sandhill crane","camp 3",1994,"no","opportunistic"
"11073","sandhill crane","camp 3",1995,"no","opportunistic"
"11074","sandhill crane","camp 3",1996,"no","opportunistic"
"11075","sandhill crane","camp 3",1997,"no","opportunistic"
"11076","sandhill crane","camp 3",1998,"no","opportunistic"
"11077","sandhill crane","camp 3",1999,"no","opportunistic"
"11078","sandhill crane","camp 3",2000,"no","opportunistic"
"11079","sandhill crane","camp 3",2001,"no","opportunistic"
"11080","sandhill crane","camp 3",2002,"no","opportunistic"
"11081","sandhill crane","camp 3",2003,"no","opportunistic"
"11082","sandhill crane","camp 3",2004,"no","opportunistic"
"11083","sandhill crane","camp 3",2005,"no","opportunistic"
"11084","sandhill crane","camp 3",2006,"no","opportunistic"
"11085","sandhill crane","camp 3",2007,"no","opportunistic"
"11086","sandhill crane","camp 3",2008,"no","opportunistic"
"11087","sandhill crane","camp 3",2009,"no","opportunistic"
"11088","sandhill crane","camp 3",2010,"no","opportunistic"
"11089","sandhill crane","camp 3",2011,"no","opportunistic"
"11090","sandhill crane","camp 3",2012,"no","opportunistic"
"11091","sandhill crane","camp 3",2013,"no","opportunistic"
"11092","sandhill crane","camp 3",2014,"no","opportunistic"
"11093","sandhill crane","camp 3",2015,"no","opportunistic"
"11094","sandhill crane","camp 3",2016,"no","opportunistic"
"11095","sandhill crane","camp 3",2017,"no","opportunistic"
"11096","sandhill crane","camp 3",2018,"no","opportunistic"
"11097","sandhill crane","camp 3",2019,"no","opportunistic"
"11098","sandhill crane","camp 3",2021,"no","opportunistic"
"11099","sandhill crane","camp 3",2022,"no","opportunistic"
"11100","sandhill crane","camp 3",2023,"no","opportunistic"
"11101","sandhill crane","camp 3 plateau",1993,"no","opportunistic"
"11102","sandhill crane","camp 3 plateau",1994,"no","opportunistic"
"11103","sandhill crane","camp 3 plateau",1995,"no","opportunistic"
"11104","sandhill crane","camp 3 plateau",1996,"no","opportunistic"
"11105","sandhill crane","camp 3 plateau",1997,"no","opportunistic"
"11106","sandhill crane","camp 3 plateau",1998,"no","opportunistic"
"11107","sandhill crane","camp 3 plateau",1999,"no","opportunistic"
"11108","sandhill crane","camp 3 plateau",2000,"no","opportunistic"
"11109","sandhill crane","camp 3 plateau",2001,"no","opportunistic"
"11110","sandhill crane","camp 3 plateau",2002,"no","opportunistic"
"11111","sandhill crane","camp 3 plateau",2003,"no","opportunistic"
"11112","sandhill crane","camp 3 plateau",2004,"no","opportunistic"
"11113","sandhill crane","camp 3 plateau",2005,"no","opportunistic"
"11114","sandhill crane","camp 3 plateau",2006,"no","opportunistic"
"11115","sandhill crane","camp 3 plateau",2007,"no","opportunistic"
"11116","sandhill crane","camp 3 plateau",2008,"no","opportunistic"
"11117","sandhill crane","camp 3 plateau",2009,"no","opportunistic"
"11118","sandhill crane","camp 3 plateau",2010,"no","opportunistic"
"11119","sandhill crane","camp 3 plateau",2011,"no","opportunistic"
"11120","sandhill crane","camp 3 plateau",2012,"no","opportunistic"
"11121","sandhill crane","camp 3 plateau",2013,"no","opportunistic"
"11122","sandhill crane","camp 3 plateau",2014,"no","opportunistic"
"11123","sandhill crane","camp 3 plateau",2015,"no","opportunistic"
"11124","sandhill crane","camp 3 plateau",2016,"no","opportunistic"
"11125","sandhill crane","camp 3 plateau",2017,"no","opportunistic"
"11126","sandhill crane","camp 3 plateau",2018,"no","opportunistic"
"11127","sandhill crane","camp 3 plateau",2019,"no","opportunistic"
"11128","sandhill crane","camp 3 plateau",2021,"no","opportunistic"
"11129","sandhill crane","camp 3 plateau",2022,"no","opportunistic"
"11130","sandhill crane","camp 3 plateau",2023,"no","opportunistic"
"11131","sandhill crane","dufour",1993,"no","opportunistic"
"11132","sandhill crane","dufour",1994,"no","opportunistic"
"11133","sandhill crane","dufour",1995,"no","opportunistic"
"11134","sandhill crane","dufour",1996,"no","opportunistic"
"11135","sandhill crane","dufour",1997,"no","opportunistic"
"11136","sandhill crane","dufour",1998,"no","opportunistic"
"11137","sandhill crane","dufour",1999,"no","opportunistic"
"11138","sandhill crane","dufour",2000,"no","opportunistic"
"11139","sandhill crane","dufour",2001,"no","opportunistic"
"11140","sandhill crane","dufour",2002,"no","opportunistic"
"11141","sandhill crane","dufour",2003,"no","opportunistic"
"11142","sandhill crane","dufour",2004,"no","opportunistic"
"11143","sandhill crane","dufour",2005,"no","opportunistic"
"11144","sandhill crane","dufour",2006,"no","opportunistic"
"11145","sandhill crane","dufour",2007,"no","opportunistic"
"11146","sandhill crane","dufour",2008,"no","opportunistic"
"11147","sandhill crane","dufour",2009,"no","opportunistic"
"11148","sandhill crane","dufour",2010,"no","opportunistic"
"11149","sandhill crane","dufour",2011,"no","opportunistic"
"11150","sandhill crane","dufour",2012,"no","opportunistic"
"11151","sandhill crane","dufour",2013,"no","opportunistic"
"11152","sandhill crane","dufour",2014,"no","opportunistic"
"11153","sandhill crane","dufour",2015,"no","opportunistic"
"11154","sandhill crane","dufour",2016,"no","opportunistic"
"11155","sandhill crane","dufour",2017,"no","opportunistic"
"11156","sandhill crane","dufour",2018,"no","opportunistic"
"11157","sandhill crane","dufour",2019,"no","opportunistic"
"11158","sandhill crane","dufour",2021,"no","opportunistic"
"11159","sandhill crane","dufour",2022,"no","opportunistic"
"11160","sandhill crane","dufour",2023,"no","opportunistic"
"11161","sandhill crane","goose point",1993,"no","opportunistic"
"11162","sandhill crane","goose point",1994,"no","opportunistic"
"11163","sandhill crane","goose point",1995,"no","opportunistic"
"11164","sandhill crane","goose point",1996,"no","opportunistic"
"11165","sandhill crane","goose point",1997,"no","opportunistic"
"11166","sandhill crane","goose point",1998,"no","opportunistic"
"11167","sandhill crane","goose point",1999,"no","opportunistic"
"11168","sandhill crane","goose point",2000,"no","opportunistic"
"11169","sandhill crane","goose point",2001,"no","opportunistic"
"11170","sandhill crane","goose point",2002,"no","opportunistic"
"11171","sandhill crane","goose point",2003,"no","opportunistic"
"11172","sandhill crane","goose point",2004,"no","opportunistic"
"11173","sandhill crane","goose point",2005,"no","opportunistic"
"11174","sandhill crane","goose point",2006,"no","opportunistic"
"11175","sandhill crane","goose point",2007,"no","opportunistic"
"11176","sandhill crane","goose point",2008,"no","opportunistic"
"11177","sandhill crane","goose point",2009,"no","opportunistic"
"11178","sandhill crane","goose point",2010,"no","opportunistic"
"11179","sandhill crane","goose point",2011,"no","opportunistic"
"11180","sandhill crane","goose point",2012,"no","opportunistic"
"11181","sandhill crane","goose point",2013,"no","opportunistic"
"11182","sandhill crane","goose point",2014,"no","opportunistic"
"11183","sandhill crane","goose point",2015,"no","opportunistic"
"11184","sandhill crane","goose point",2016,"no","opportunistic"
"11185","sandhill crane","goose point",2017,"no","opportunistic"
"11186","sandhill crane","goose point",2018,"no","opportunistic"
"11187","sandhill crane","goose point",2019,"no","opportunistic"
"11188","sandhill crane","goose point",2021,"no","opportunistic"
"11189","sandhill crane","goose point",2022,"no","opportunistic"
"11190","sandhill crane","goose point",2023,"no","opportunistic"
"11191","sandhill crane","malaview",1993,"no","opportunistic"
"11192","sandhill crane","malaview",1994,"no","opportunistic"
"11193","sandhill crane","malaview",1995,"no","opportunistic"
"11194","sandhill crane","malaview",1996,"no","opportunistic"
"11195","sandhill crane","malaview",1997,"no","opportunistic"
"11196","sandhill crane","malaview",1998,"no","opportunistic"
"11197","sandhill crane","malaview",1999,"no","opportunistic"
"11198","sandhill crane","malaview",2000,"no","opportunistic"
"11199","sandhill crane","malaview",2001,"no","opportunistic"
"11200","sandhill crane","malaview",2002,"no","opportunistic"
"11201","sandhill crane","malaview",2003,"no","opportunistic"
"11202","sandhill crane","malaview",2004,"no","opportunistic"
"11203","sandhill crane","malaview",2005,"no","opportunistic"
"11204","sandhill crane","malaview",2006,"no","opportunistic"
"11205","sandhill crane","malaview",2007,"no","opportunistic"
"11206","sandhill crane","malaview",2008,"no","opportunistic"
"11207","sandhill crane","malaview",2009,"no","opportunistic"
"11208","sandhill crane","malaview",2010,"no","opportunistic"
"11209","sandhill crane","malaview",2011,"no","opportunistic"
"11210","sandhill crane","malaview",2012,"no","opportunistic"
"11211","sandhill crane","malaview",2013,"no","opportunistic"
"11212","sandhill crane","malaview",2014,"no","opportunistic"
"11213","sandhill crane","malaview",2015,"no","opportunistic"
"11214","sandhill crane","malaview",2016,"no","opportunistic"
"11215","sandhill crane","malaview",2017,"no","opportunistic"
"11216","sandhill crane","malaview",2018,"no","opportunistic"
"11217","sandhill crane","malaview",2019,"no","opportunistic"
"11218","sandhill crane","malaview",2021,"no","opportunistic"
"11219","sandhill crane","malaview",2022,"no","opportunistic"
"11220","sandhill crane","malaview",2023,"no","opportunistic"
"11221","sandhill crane","qarlikturvik valley",1993,"no","opportunistic"
"11222","sandhill crane","qarlikturvik valley",1994,"no","opportunistic"
"11223","sandhill crane","qarlikturvik valley",1995,"no","opportunistic"
"11224","sandhill crane","qarlikturvik valley",1996,"no","opportunistic"
"11225","sandhill crane","qarlikturvik valley",1997,"no","opportunistic"
"11226","sandhill crane","qarlikturvik valley",1998,"no","opportunistic"
"11227","sandhill crane","qarlikturvik valley",1999,"no","opportunistic"
"11228","sandhill crane","qarlikturvik valley",2000,"no","opportunistic"
"11229","sandhill crane","qarlikturvik valley",2001,"no","opportunistic"
"11230","sandhill crane","qarlikturvik valley",2002,"no","opportunistic"
"11231","sandhill crane","qarlikturvik valley",2003,"no","opportunistic"
"11232","sandhill crane","qarlikturvik valley",2004,"no","opportunistic"
"11233","sandhill crane","qarlikturvik valley",2005,"no","opportunistic"
"11234","sandhill crane","qarlikturvik valley",2006,"no","opportunistic"
"11235","sandhill crane","qarlikturvik valley",2007,"no","opportunistic"
"11236","sandhill crane","qarlikturvik valley",2008,"no","opportunistic"
"11237","sandhill crane","qarlikturvik valley",2009,"no","opportunistic"
"11238","sandhill crane","qarlikturvik valley",2010,"no","opportunistic"
"11239","sandhill crane","qarlikturvik valley",2011,"no","opportunistic"
"11240","sandhill crane","qarlikturvik valley",2012,"no","opportunistic"
"11241","sandhill crane","qarlikturvik valley",2013,"no","opportunistic"
"11242","sandhill crane","qarlikturvik valley",2014,"no","opportunistic"
"11243","sandhill crane","qarlikturvik valley",2015,"no","opportunistic"
"11244","sandhill crane","qarlikturvik valley",2016,"no","opportunistic"
"11245","sandhill crane","qarlikturvik valley",2017,"no","opportunistic"
"11246","sandhill crane","qarlikturvik valley",2018,"no","opportunistic"
"11247","sandhill crane","qarlikturvik valley",2019,"no","opportunistic"
"11248","sandhill crane","qarlikturvik valley",2021,"no","opportunistic"
"11249","sandhill crane","qarlikturvik valley",2022,"no","opportunistic"
"11250","sandhill crane","qarlikturvik valley",2023,"no","opportunistic"
"11251","sandhill crane","south plateau",1993,"no","opportunistic"
"11252","sandhill crane","south plateau",1994,"no","opportunistic"
"11253","sandhill crane","south plateau",1995,"no","opportunistic"
"11254","sandhill crane","south plateau",1996,"no","opportunistic"
"11255","sandhill crane","south plateau",1997,"no","opportunistic"
"11256","sandhill crane","south plateau",1998,"no","opportunistic"
"11257","sandhill crane","south plateau",1999,"no","opportunistic"
"11258","sandhill crane","south plateau",2000,"no","opportunistic"
"11259","sandhill crane","south plateau",2001,"no","opportunistic"
"11260","sandhill crane","south plateau",2002,"no","opportunistic"
"11261","sandhill crane","south plateau",2003,"no","opportunistic"
"11262","sandhill crane","south plateau",2004,"no","opportunistic"
"11263","sandhill crane","south plateau",2005,"no","opportunistic"
"11264","sandhill crane","south plateau",2006,"no","opportunistic"
"11265","sandhill crane","south plateau",2007,"no","opportunistic"
"11266","sandhill crane","south plateau",2008,"no","opportunistic"
"11267","sandhill crane","south plateau",2009,"no","opportunistic"
"11268","sandhill crane","south plateau",2010,"no","opportunistic"
"11269","sandhill crane","south plateau",2011,"no","opportunistic"
"11270","sandhill crane","south plateau",2012,"no","opportunistic"
"11271","sandhill crane","south plateau",2013,"no","opportunistic"
"11272","sandhill crane","south plateau",2014,"no","opportunistic"
"11273","sandhill crane","south plateau",2015,"no","opportunistic"
"11274","sandhill crane","south plateau",2016,"no","opportunistic"
"11275","sandhill crane","south plateau",2017,"no","opportunistic"
"11276","sandhill crane","south plateau",2018,"no","opportunistic"
"11277","sandhill crane","south plateau",2019,"no","opportunistic"
"11278","sandhill crane","south plateau",2021,"no","opportunistic"
"11279","sandhill crane","south plateau",2022,"no","opportunistic"
"11280","sandhill crane","south plateau",2023,"no","opportunistic"
"11281","sandhill crane","study area",1993,"no","opportunistic"
"11282","sandhill crane","study area",1994,"no","opportunistic"
"11283","sandhill crane","study area",1995,"no","opportunistic"
"11284","sandhill crane","study area",1996,"no","opportunistic"
"11285","sandhill crane","study area",1997,"no","opportunistic"
"11286","sandhill crane","study area",1998,"no","opportunistic"
"11287","sandhill crane","study area",1999,"no","opportunistic"
"11288","sandhill crane","study area",2000,"no","opportunistic"
"11289","sandhill crane","study area",2001,"no","opportunistic"
"11290","sandhill crane","study area",2002,"no","opportunistic"
"11291","sandhill crane","study area",2003,"no","opportunistic"
"11292","sandhill crane","study area",2004,"no","opportunistic"
"11293","sandhill crane","study area",2005,"no","opportunistic"
"11294","sandhill crane","study area",2006,"no","opportunistic"
"11295","sandhill crane","study area",2007,"no","opportunistic"
"11296","sandhill crane","study area",2008,"no","opportunistic"
"11297","sandhill crane","study area",2009,"no","opportunistic"
"11298","sandhill crane","study area",2010,"no","opportunistic"
"11299","sandhill crane","study area",2011,"no","opportunistic"
"11300","sandhill crane","study area",2012,"no","opportunistic"
"11301","sandhill crane","study area",2013,"no","opportunistic"
"11302","sandhill crane","study area",2014,"no","opportunistic"
"11303","sandhill crane","study area",2015,"no","opportunistic"
"11304","sandhill crane","study area",2016,"no","opportunistic"
"11305","sandhill crane","study area",2017,"no","opportunistic"
"11306","sandhill crane","study area",2018,"no","opportunistic"
"11307","sandhill crane","study area",2019,"no","opportunistic"
"11308","sandhill crane","study area",2021,"no","opportunistic"
"11309","sandhill crane","study area",2022,"no","opportunistic"
"11310","sandhill crane","study area",2023,"no","opportunistic"
"11311","sandhill crane","trapping grids",1993,"no","opportunistic"
"11312","sandhill crane","trapping grids",1994,"no","opportunistic"
"11313","sandhill crane","trapping grids",1995,"no","opportunistic"
"11314","sandhill crane","trapping grids",1996,"no","opportunistic"
"11315","sandhill crane","trapping grids",1997,"no","opportunistic"
"11316","sandhill crane","trapping grids",1998,"no","opportunistic"
"11317","sandhill crane","trapping grids",1999,"no","opportunistic"
"11318","sandhill crane","trapping grids",2000,"no","opportunistic"
"11319","sandhill crane","trapping grids",2001,"no","opportunistic"
"11320","sandhill crane","trapping grids",2002,"no","opportunistic"
"11321","sandhill crane","trapping grids",2003,"no","opportunistic"
"11322","sandhill crane","trapping grids",2004,"no","opportunistic"
"11323","sandhill crane","trapping grids",2005,"no","opportunistic"
"11324","sandhill crane","trapping grids",2006,"no","opportunistic"
"11325","sandhill crane","trapping grids",2007,"no","opportunistic"
"11326","sandhill crane","trapping grids",2008,"no","opportunistic"
"11327","sandhill crane","trapping grids",2009,"no","opportunistic"
"11328","sandhill crane","trapping grids",2010,"no","opportunistic"
"11329","sandhill crane","trapping grids",2011,"no","opportunistic"
"11330","sandhill crane","trapping grids",2012,"no","opportunistic"
"11331","sandhill crane","trapping grids",2013,"no","opportunistic"
"11332","sandhill crane","trapping grids",2014,"no","opportunistic"
"11333","sandhill crane","trapping grids",2015,"no","opportunistic"
"11334","sandhill crane","trapping grids",2016,"no","opportunistic"
"11335","sandhill crane","trapping grids",2017,"no","opportunistic"
"11336","sandhill crane","trapping grids",2018,"no","opportunistic"
"11337","sandhill crane","trapping grids",2019,"no","opportunistic"
"11338","sandhill crane","trapping grids",2021,"no","opportunistic"
"11339","sandhill crane","trapping grids",2022,"no","opportunistic"
"11340","sandhill crane","trapping grids",2023,"no","opportunistic"
"11341","snowy owl","2x1km plot",1993,"no","systematic"
"11343","snowy owl","2x1km plot",1994,"no","systematic"
"11345","snowy owl","2x1km plot",1995,"no","systematic"
"11347","snowy owl","2x1km plot",1996,"no","systematic"
"11349","snowy owl","2x1km plot",1997,"no","systematic"
"11351","snowy owl","2x1km plot",1998,"no","systematic"
"11353","snowy owl","2x1km plot",1999,"no","systematic"
"11355","snowy owl","2x1km plot",2000,"no","systematic"
"11357","snowy owl","2x1km plot",2001,"no","systematic"
"11359","snowy owl","2x1km plot",2002,"no","systematic"
"11361","snowy owl","2x1km plot",2003,"no","systematic"
"11363","snowy owl","2x1km plot",2004,"no","systematic"
"11365","snowy owl","2x1km plot",2005,"no","systematic"
"11367","snowy owl","2x1km plot",2006,"no","systematic"
"11369","snowy owl","2x1km plot",2007,"no","systematic"
"11371","snowy owl","2x1km plot",2008,"no","systematic"
"11373","snowy owl","2x1km plot",2009,"no","systematic"
"11375","snowy owl","2x1km plot",2010,"no","systematic"
"11377","snowy owl","2x1km plot",2011,"no","systematic"
"11379","snowy owl","2x1km plot",2012,"yes","systematic"
"11381","snowy owl","2x1km plot",2013,"yes","systematic"
"11383","snowy owl","2x1km plot",2014,"yes","systematic"
"11385","snowy owl","2x1km plot",2015,"yes","systematic"
"11387","snowy owl","2x1km plot",2016,"yes","systematic"
"11389","snowy owl","2x1km plot",2017,"yes","systematic"
"11391","snowy owl","2x1km plot",2018,"yes","systematic"
"11393","snowy owl","2x1km plot",2019,"yes","systematic"
"11395","snowy owl","2x1km plot",2021,"no","systematic"
"11397","snowy owl","2x1km plot",2022,"yes","systematic"
"11399","snowy owl","2x1km plot",2023,"yes","systematic"
"11401","snowy owl","4x2km plot",1993,"no","systematic"
"11403","snowy owl","4x2km plot",1994,"no","systematic"
"11405","snowy owl","4x2km plot",1995,"no","systematic"
"11407","snowy owl","4x2km plot",1996,"no","systematic"
"11409","snowy owl","4x2km plot",1997,"no","systematic"
"11411","snowy owl","4x2km plot",1998,"no","systematic"
"11413","snowy owl","4x2km plot",1999,"no","systematic"
"11415","snowy owl","4x2km plot",2000,"no","systematic"
"11417","snowy owl","4x2km plot",2001,"no","systematic"
"11419","snowy owl","4x2km plot",2002,"no","systematic"
"11421","snowy owl","4x2km plot",2003,"no","systematic"
"11423","snowy owl","4x2km plot",2004,"no","systematic"
"11425","snowy owl","4x2km plot",2005,"no","systematic"
"11427","snowy owl","4x2km plot",2006,"no","systematic"
"11429","snowy owl","4x2km plot",2007,"no","systematic"
"11431","snowy owl","4x2km plot",2008,"no","systematic"
"11433","snowy owl","4x2km plot",2009,"no","systematic"
"11435","snowy owl","4x2km plot",2010,"no","systematic"
"11437","snowy owl","4x2km plot",2011,"no","systematic"
"11439","snowy owl","4x2km plot",2012,"yes","systematic"
"11441","snowy owl","4x2km plot",2013,"yes","systematic"
"11443","snowy owl","4x2km plot",2014,"yes","systematic"
"11445","snowy owl","4x2km plot",2015,"yes","systematic"
"11447","snowy owl","4x2km plot",2016,"yes","systematic"
"11449","snowy owl","4x2km plot",2017,"yes","systematic"
"11451","snowy owl","4x2km plot",2018,"yes","systematic"
"11453","snowy owl","4x2km plot",2019,"yes","systematic"
"11455","snowy owl","4x2km plot",2021,"no","systematic"
"11457","snowy owl","4x2km plot",2022,"yes","systematic"
"11459","snowy owl","4x2km plot",2023,"yes","systematic"
"11461","snowy owl","black plateau",1993,"no","systematic"
"11463","snowy owl","black plateau",1994,"no","systematic"
"11465","snowy owl","black plateau",1995,"no","systematic"
"11467","snowy owl","black plateau",1996,"no","systematic"
"11469","snowy owl","black plateau",1997,"no","systematic"
"11471","snowy owl","black plateau",1998,"no","systematic"
"11473","snowy owl","black plateau",1999,"no","systematic"
"11475","snowy owl","black plateau",2000,"no","systematic"
"11477","snowy owl","black plateau",2001,"no","systematic"
"11479","snowy owl","black plateau",2002,"no","systematic"
"11481","snowy owl","black plateau",2003,"no","systematic"
"11483","snowy owl","black plateau",2004,"no","systematic"
"11485","snowy owl","black plateau",2005,"no","systematic"
"11487","snowy owl","black plateau",2006,"no","systematic"
"11489","snowy owl","black plateau",2007,"no","systematic"
"11491","snowy owl","black plateau",2008,"no","systematic"
"11493","snowy owl","black plateau",2009,"no","systematic"
"11495","snowy owl","black plateau",2010,"no","systematic"
"11497","snowy owl","black plateau",2011,"no","systematic"
"11499","snowy owl","black plateau",2012,"yes","systematic"
"11501","snowy owl","black plateau",2013,"yes","systematic"
"11503","snowy owl","black plateau",2014,"yes","systematic"
"11505","snowy owl","black plateau",2015,"yes","systematic"
"11507","snowy owl","black plateau",2016,"yes","systematic"
"11509","snowy owl","black plateau",2017,"yes","systematic"
"11511","snowy owl","black plateau",2018,"yes","systematic"
"11513","snowy owl","black plateau",2019,"yes","systematic"
"11515","snowy owl","black plateau",2021,"no","systematic"
"11517","snowy owl","black plateau",2022,"yes","systematic"
"11519","snowy owl","black plateau",2023,"yes","systematic"
"11521","snowy owl","camp 1",1993,"no","systematic"
"11523","snowy owl","camp 1",1994,"no","systematic"
"11525","snowy owl","camp 1",1995,"no","systematic"
"11527","snowy owl","camp 1",1996,"yes","systematic"
"11529","snowy owl","camp 1",1997,"yes","systematic"
"11531","snowy owl","camp 1",1998,"yes","systematic"
"11533","snowy owl","camp 1",1999,"yes","systematic"
"11535","snowy owl","camp 1",2000,"yes","systematic"
"11537","snowy owl","camp 1",2001,"yes","systematic"
"11539","snowy owl","camp 1",2002,"yes","systematic"
"11541","snowy owl","camp 1",2003,"yes","systematic"
"11543","snowy owl","camp 1",2004,"yes","systematic"
"11545","snowy owl","camp 1",2005,"yes","systematic"
"11547","snowy owl","camp 1",2006,"yes","systematic"
"11549","snowy owl","camp 1",2007,"yes","systematic"
"11551","snowy owl","camp 1",2008,"yes","systematic"
"11553","snowy owl","camp 1",2009,"yes","systematic"
"11555","snowy owl","camp 1",2010,"yes","systematic"
"11557","snowy owl","camp 1",2011,"yes","systematic"
"11559","snowy owl","camp 1",2012,"yes","systematic"
"11561","snowy owl","camp 1",2013,"yes","systematic"
"11563","snowy owl","camp 1",2014,"yes","systematic"
"11565","snowy owl","camp 1",2015,"yes","systematic"
"11567","snowy owl","camp 1",2016,"yes","systematic"
"11569","snowy owl","camp 1",2017,"yes","systematic"
"11571","snowy owl","camp 1",2018,"yes","systematic"
"11573","snowy owl","camp 1",2019,"yes","systematic"
"11575","snowy owl","camp 1",2021,"no","systematic"
"11577","snowy owl","camp 1",2022,"yes","systematic"
"11579","snowy owl","camp 1",2023,"yes","systematic"
"11581","snowy owl","camp 2",1993,"no","systematic"
"11583","snowy owl","camp 2",1994,"no","systematic"
"11585","snowy owl","camp 2",1995,"no","systematic"
"11587","snowy owl","camp 2",1996,"no","systematic"
"11589","snowy owl","camp 2",1997,"no","systematic"
"11591","snowy owl","camp 2",1998,"no","systematic"
"11593","snowy owl","camp 2",1999,"no","systematic"
"11595","snowy owl","camp 2",2000,"no","systematic"
"11597","snowy owl","camp 2",2001,"no","systematic"
